"Ticket","Order","Time","Symbol","Volume","Type","Direction","Price","Stop Loss","Take Profit","Commission","Swap","Profit","MAE","MFE","Comment","SL Triggered","TP Triggered","Account","Currency","Verified","Change"
"816283105","1074572167","2022-02-02 15:59:59","WDOH22","1.00","sell","in","5317.00000","5332.00000","5267.00000","0.00","0.00","0.00","0.00","0.00","021601/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"816401348","1074746042","2022-02-02 16:58:12","WDOH22","1.00","buy","out","5312.00000","5332.00000","5267.00000","0.00","0.00","50.00","-6.50","10.50","[sl 5312.000]","True","False","92666542","BRL","True","5.0"
"817560247","1076294753","2022-02-03 13:40:02","WDOH22","1.00","buy","in","5330.00000","5315.00000","5380.00000","0.00","0.00","0.00","0.00","0.00","031341/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"817576116","1076317934","2022-02-03 13:45:16","WDOH22","1.00","sell","out","5335.00000","5315.00000","5380.00000","0.00","0.00","50.00","0.00","10.00","[sl 5335.000]","True","False","92666542","BRL","True","5.0"
"818081734","1076990258","2022-02-04 10:05:00","WDOH22","1.00","buy","in","5329.50000","5314.00000","5379.00000","0.00","0.00","0.00","0.00","0.00","041006/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"818193155","1077132999","2022-02-04 10:26:07","WDOH22","1.00","sell","out","5334.50000","5314.00000","5379.00000","0.00","0.00","50.00","-4.00","13.50","[sl 5334.500]","True","False","92666542","BRL","True","5.0"
"819439355","1078817566","2022-02-07 10:00:00","WDOH22","1.00","sell","in","5321.50000","5336.50000","5271.50000","0.00","0.00","0.00","0.00","0.00","071001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"819617493","1079024702","2022-02-07 10:43:28","WDOH22","1.00","buy","out","5336.50000","5336.50000","5271.50000","0.00","0.00","-150.00","-15.00","7.50","[sl 5336.500]","True","False","92666542","BRL","True","-15.0"
"822063658","1082343498","2022-02-09 14:24:59","WDOH22","1.00","sell","in","5272.00000","5287.50000","5222.50000","0.00","0.00","0.00","0.00","0.00","091426/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"822095750","1082380070","2022-02-09 14:44:52","WDOH22","1.00","buy","out","5263.50000","5287.50000","5222.50000","0.00","0.00","85.00","-5.50","8.50","[sl 5263.500]","True","False","92666542","BRL","True","8.5"
"823457155","1084142623","2022-02-10 14:45:00","WDOH22","1.00","sell","in","5228.50000","5243.50000","5178.50000","0.00","0.00","0.00","0.00","0.00","101446/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"823461586","1084146737","2022-02-10 14:45:17","WDOH22","1.00","buy","out","5243.50000","5243.50000","5178.50000","0.00","0.00","-150.00","-20.50","0.00","[sl 5243.500]","True","False","92666542","BRL","True","-15.0"
"823985189","1084877631","2022-02-11 10:10:03","WDOH22","1.00","sell","in","5208.00000","5223.50000","5158.50000","0.00","0.00","0.00","0.00","0.00","111011/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"824046339","1084979649","2022-02-11 10:28:00","WDOH22","1.00","buy","out","5223.50000","5223.50000","5158.50000","0.00","0.00","-155.00","-15.50","1.50","[sl 5223.500]","True","False","92666542","BRL","True","-15.5"
"825459522","1086936741","2022-02-14 10:35:07","WDOH22","1.00","sell","in","5218.00000","5233.00000","5168.00000","0.00","0.00","0.00","0.00","0.00","141036/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"825624813","1087162797","2022-02-14 11:32:45","WDOH22","1.00","buy","out","5233.00000","5233.00000","5168.00000","0.00","0.00","-150.00","-15.00","4.50","[sl 5233.000]","True","False","92666542","BRL","True","-15.0"
"827084139","1089191756","2022-02-15 14:09:59","WDOH22","1.00","buy","in","5206.00000","5191.00000","5256.00000","0.00","0.00","0.00","0.00","0.00","151411/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"827186378","1089404125","2022-02-15 15:59:59","WDOH22","1.00","sell","out","5195.50000","5191.00000","5256.00000","0.00","0.00","-105.00","-11.00","5.00","151411/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","-10.5"
"827764378","1090292173","2022-02-16 12:14:59","WDOH22","1.00","sell","in","5162.00000","5177.50000","5112.50000","0.00","0.00","0.00","0.00","0.00","161216/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"827928061","1090502774","2022-02-16 13:47:15","WDOH22","1.00","buy","out","5177.50000","5177.50000","5112.50000","0.00","0.00","-155.00","-15.50","0.00","[sl 5177.500]","True","False","92666542","BRL","True","-15.5"
"828734764","1091695262","2022-02-17 13:50:01","WDOH22","1.00","sell","in","5171.50000","5186.50000","5121.50000","0.00","0.00","0.00","0.00","0.00","171351/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"828871185","1091987993","2022-02-17 17:00:14","WDOH22","1.00","buy","out","5177.00000","5186.50000","5121.50000","0.00","0.00","-55.00","-14.50","8.50","171351/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","-5.5"
"829449805","1092976419","2022-02-18 12:45:02","WDOH22","1.00","buy","in","5138.00000","5122.50000","5187.50000","0.00","0.00","0.00","0.00","0.00","181246/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"829611854","1093216869","2022-02-18 14:05:05","WDOH22","1.00","sell","out","5122.50000","5122.50000","5187.50000","0.00","0.00","-155.00","-15.50","10.00","[sl 5122.500]","True","False","92666542","BRL","True","-15.5"
"830594462","1094917678","2022-02-21 15:15:01","WDOH22","1.00","buy","in","5107.50000","5092.00000","5157.00000","0.00","0.00","0.00","0.00","0.00","211516/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"830722121","1095112586","2022-02-21 16:39:49","WDOH22","1.00","sell","out","5112.50000","5092.00000","5157.00000","0.00","0.00","50.00","-8.50","11.50","[sl 5112.500]","True","False","92666542","BRL","True","5.0"
"831709983","1096724303","2022-02-22 15:44:59","WDOH22","1.00","buy","in","5072.00000","5057.00000","5122.00000","0.00","0.00","0.00","0.00","0.00","221546/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"831810265","1096922337","2022-02-22 16:53:22","WDOH22","1.00","sell","out","5057.00000","5057.00000","5122.00000","0.00","0.00","-150.00","-15.00","5.00","[sl 5057.000]","True","False","92666542","BRL","True","-15.0"
"831994117","1097195156","2022-02-23 10:00:00","WDOH22","1.00","sell","in","5016.00000","5031.00000","4966.00000","0.00","0.00","0.00","0.00","0.00","231001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"832271651","1097602251","2022-02-23 11:19:03","WDOH22","1.00","buy","out","5011.00000","5031.00000","4966.00000","0.00","0.00","50.00","-4.00","14.50","[sl 5011.000]","True","False","92666542","BRL","True","5.0"
"833794822","1099721480","2022-02-24 11:15:00","WDOH22","1.00","buy","in","5120.00000","5105.00000","5170.00000","0.00","0.00","0.00","0.00","0.00","241116/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"833872982","1099815280","2022-02-24 11:32:21","WDOH22","1.00","sell","out","5136.50000","5105.00000","5170.00000","0.00","0.00","165.00","-3.00","23.50","[sl 5136.500]","True","False","92666542","BRL","True","16.5"
"836869436","1104342539","2022-03-03 10:20:01","WDOJ22","1.00","sell","in","5082.50000","5097.50000","5032.50000","0.00","0.00","0.00","0.00","0.00","031021/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"836936088","1104434275","2022-03-03 10:48:15","WDOJ22","1.00","buy","out","5072.50000","5097.50000","5032.50000","0.00","0.00","100.00","-6.50","17.00","[sl 5072.500]","True","False","92666542","BRL","True","10.0"
"839029058","1107380929","2022-03-07 11:40:00","WDOJ22","1.00","buy","in","5094.50000","5079.00000","5144.00000","0.00","0.00","0.00","0.00","0.00","071141/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"839052014","1107422327","2022-03-07 11:49:14","WDOJ22","1.00","sell","out","5099.50000","5079.00000","5144.00000","0.00","0.00","50.00","-2.00","10.50","[sl 5099.500]","True","False","92666542","BRL","True","5.0"
"840435951","1109447662","2022-03-08 14:10:00","WDOJ22","1.00","sell","in","5110.00000","5125.00000","5060.00000","0.00","0.00","0.00","0.00","0.00","081411/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"840475999","1109500458","2022-03-08 14:19:56","WDOJ22","1.00","buy","out","5090.50000","5125.00000","5060.00000","0.00","0.00","195.00","0.00","19.50","[sl 5090.500]","True","False","92666542","BRL","True","19.5"
"841544833","1110908580","2022-03-09 14:20:00","WDOJ22","1.00","buy","in","5037.50000","5022.00000","5087.00000","0.00","0.00","0.00","0.00","0.00","091421/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"842005695","1111448808","2022-03-09 17:00:00","WDOJ22","1.00","sell","out","5044.50000","5022.00000","5087.00000","0.00","0.00","70.00","-12.50","12.50","091421/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","7.0"
"842265290","1111753766","2022-03-10 10:05:13","WDOJ22","1.00","buy","in","5076.00000","5061.50000","5126.50000","0.00","0.00","0.00","0.00","0.00","101006/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"842375930","1111890963","2022-03-10 10:30:17","WDOJ22","1.00","sell","out","5084.00000","5061.50000","5126.50000","0.00","0.00","80.00","-12.50","15.00","[sl 5084.000]","True","False","92666542","BRL","True","8.0"
"845582909","1115969980","2022-03-15 10:00:00","WDOJ22","1.00","buy","in","5139.00000","5124.00000","5189.00000","0.00","0.00","0.00","0.00","0.00","151001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"845679717","1116092770","2022-03-15 10:23:09","WDOJ22","1.00","sell","out","5166.50000","5124.00000","5189.00000","0.00","0.00","275.00","-3.50","35.50","[sl 5166.500]","True","False","92666542","BRL","True","27.5"
"847647228","1118626916","2022-03-16 15:05:03","WDOJ22","1.00","buy","in","5150.50000","5134.50000","5199.50000","0.00","0.00","0.00","0.00","0.00","161506/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"847719808","1118714226","2022-03-16 15:17:42","WDOJ22","1.00","sell","out","5155.50000","5134.50000","5199.50000","0.00","0.00","50.00","-3.50","12.50","[sl 5155.500]","True","False","92666542","BRL","True","5.0"
"848800253","1120008370","2022-03-17 12:00:34","WDOJ22","1.00","sell","in","5094.50000","5110.00000","5045.00000","0.00","0.00","0.00","0.00","0.00","171201/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"848932799","1120174839","2022-03-17 12:41:55","WDOJ22","1.00","buy","out","5089.50000","5110.00000","5045.00000","0.00","0.00","50.00","-3.50","12.50","[sl 5089.500]","True","False","92666542","BRL","True","5.0"
"849921844","1121422576","2022-03-18 12:05:00","WDOJ22","1.00","sell","in","5061.50000","5076.50000","5011.50000","0.00","0.00","0.00","0.00","0.00","181206/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"849953926","1121466362","2022-03-18 12:16:53","WDOJ22","1.00","buy","out","5051.00000","5076.50000","5011.50000","0.00","0.00","105.00","0.00","18.00","[sl 5051.000]","True","False","92666542","BRL","True","10.5"
"851146279","1122922786","2022-03-21 13:54:59","WDOJ22","1.00","buy","in","4968.50000","4953.50000","5018.50000","0.00","0.00","0.00","0.00","0.00","211356/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"851226703","1123019697","2022-03-21 14:33:59","WDOJ22","1.00","sell","out","4980.00000","4953.50000","5018.50000","0.00","0.00","115.00","-2.50","18.50","[sl 4980.000]","True","False","92666542","BRL","True","11.5"
"851827975","1123739997","2022-03-22 10:45:01","WDOJ22","1.00","buy","in","4953.00000","4936.50000","5001.50000","0.00","0.00","0.00","0.00","0.00","221046/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"851891603","1123816032","2022-03-22 11:01:52","WDOJ22","1.00","sell","out","4936.50000","4936.50000","5001.50000","0.00","0.00","-165.00","-17.00","4.50","[sl 4936.500]","True","False","92666542","BRL","True","-16.5"
"854396520","1126848136","2022-03-24 11:00:02","WDOJ22","1.00","sell","in","4811.50000","4827.00000","4762.00000","0.00","0.00","0.00","0.00","0.00","241101/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"854413021","1126868146","2022-03-24 11:02:50","WDOJ22","1.00","buy","out","4806.50000","4827.00000","4762.00000","0.00","0.00","50.00","0.00","12.50","[sl 4806.500]","True","False","92666542","BRL","True","5.0"
"856702038","1129498097","2022-03-25 15:00:00","WDOJ22","1.00","buy","in","4778.00000","4762.50000","4827.50000","0.00","0.00","0.00","0.00","0.00","251501/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"856792802","1129600633","2022-03-25 15:51:42","WDOJ22","1.00","sell","out","4762.50000","4762.50000","4827.50000","0.00","0.00","-155.00","-15.50","0.50","[sl 4762.500]","True","False","92666542","BRL","True","-15.5"
"857946788","1130943277","2022-03-28 13:45:01","WDOJ22","1.00","sell","in","4784.00000","4799.50000","4734.50000","0.00","0.00","0.00","0.00","0.00","281346/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"858174734","1131204328","2022-03-28 15:04:24","WDOJ22","1.00","buy","out","4799.50000","4799.50000","4734.50000","0.00","0.00","-155.00","-15.50","3.50","[sl 4799.500]","True","False","92666542","BRL","True","-15.5"
"859062398","1132245021","2022-03-29 10:40:01","WDOJ22","1.00","buy","in","4776.50000","4761.50000","4826.50000","0.00","0.00","0.00","0.00","0.00","291041/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"859108688","1132296324","2022-03-29 10:48:42","WDOJ22","1.00","sell","out","4761.50000","4761.50000","4826.50000","0.00","0.00","-150.00","-15.00","0.00","[sl 4761.500]","True","False","92666542","BRL","True","-15.0"
"861461022","1135135750","2022-03-30 14:00:00","WDOJ22","1.00","buy","in","4779.00000","4764.00000","4829.00000","0.00","0.00","0.00","0.00","0.00","301401/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"861563344","1135258532","2022-03-30 14:37:33","WDOJ22","1.00","sell","out","4784.00000","4764.00000","4829.00000","0.00","0.00","50.00","-2.00","10.00","[sl 4784.000]","True","False","92666542","BRL","True","5.0"
"862532205","1136708439","2022-03-31 14:50:00","WDOK22","1.00","buy","in","4778.00000","4763.00000","4828.00000","0.00","0.00","0.00","0.00","0.00","311451/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"862697368","1136960170","2022-03-31 16:38:47","WDOK22","1.00","sell","out","4796.00000","4763.00000","4828.00000","0.00","0.00","180.00","-1.50","25.50","[sl 4796.000]","True","False","92666542","BRL","True","18.0"
"864061821","1138697039","2022-04-04 10:15:01","WDOK22","1.00","sell","in","4656.50000","4672.50000","4607.50000","0.00","0.00","0.00","0.00","0.00","041016/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"864135022","1138788975","2022-04-04 10:37:34","WDOK22","1.00","buy","out","4645.00000","4672.50000","4607.50000","0.00","0.00","115.00","0.00","19.00","[sl 4645.000]","True","False","92666542","BRL","True","11.5"
"865143634","1140218041","2022-04-05 10:45:05","WDOK22","1.00","sell","in","4654.00000","4670.00000","4605.00000","0.00","0.00","0.00","0.00","0.00","051046/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"865236130","1140324970","2022-04-05 11:05:36","WDOK22","1.00","buy","out","4670.00000","4670.00000","4605.00000","0.00","0.00","-160.00","-16.00","4.50","[sl 4670.000]","True","False","92666542","BRL","True","-16.0"
"866387094","1141921351","2022-04-06 10:00:01","WDOK22","1.00","buy","in","4714.50000","4699.00000","4764.00000","0.00","0.00","0.00","0.00","0.00","061001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"866424086","1141968134","2022-04-06 10:08:56","WDOK22","1.00","sell","out","4719.50000","4699.00000","4764.00000","0.00","0.00","50.00","0.00","13.00","[sl 4719.500]","True","False","92666542","BRL","True","5.0"
"868462625","1144542497","2022-04-07 13:05:01","WDOK22","1.00","sell","in","4787.50000","4803.00000","4738.00000","0.00","0.00","0.00","0.00","0.00","071306/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"868590342","1144769302","2022-04-07 14:35:18","WDOK22","1.00","buy","out","4777.50000","4803.00000","4738.00000","0.00","0.00","100.00","-5.00","17.00","[sl 4777.500]","True","False","92666542","BRL","True","10.0"
"868967928","1145356645","2022-04-08 10:20:02","WDOK22","1.00","buy","in","4780.00000","4764.00000","4829.00000","0.00","0.00","0.00","0.00","0.00","081021/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"869089756","1145506962","2022-04-08 10:50:47","WDOK22","1.00","sell","out","4812.00000","4764.00000","4829.00000","0.00","0.00","320.00","-3.00","39.00","[sl 4812.000]","True","False","92666542","BRL","True","32.0"
"869830743","1146570030","2022-04-11 10:00:00","WDOK22","1.00","sell","in","4715.00000","4730.00000","4665.00000","0.00","0.00","0.00","0.00","0.00","111001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"869870736","1146627988","2022-04-11 10:11:05","WDOK22","1.00","buy","out","4730.00000","4730.00000","4665.00000","0.00","0.00","-150.00","-15.00","2.00","[sl 4730.000]","True","False","92666542","BRL","True","-15.0"
"871534470","1148818775","2022-04-12 14:30:00","WDOK22","1.00","buy","in","4708.50000","4693.00000","4758.00000","0.00","0.00","0.00","0.00","0.00","121431/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"871734777","1149063896","2022-04-12 15:59:59","WDOK22","1.00","sell","out","4696.50000","4693.00000","4758.00000","0.00","0.00","-120.00","-14.00","7.50","121431/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","-12.0"
"872083124","1149612666","2022-04-13 10:30:00","WDOK22","1.00","buy","in","4722.00000","4707.00000","4772.00000","0.00","0.00","0.00","0.00","0.00","131031/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"872235962","1149823576","2022-04-13 11:16:13","WDOK22","1.00","sell","out","4707.00000","4707.00000","4772.00000","0.00","0.00","-150.00","-15.00","3.50","[sl 4707.000]","True","False","92666542","BRL","True","-15.0"
"873389748","1151660226","2022-04-14 14:11:23","WDOK22","1.00","buy","in","4742.00000","4727.00000","4792.00000","0.00","0.00","0.00","0.00","0.00","141412/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"873411003","1151694524","2022-04-14 14:32:53","WDOK22","1.00","sell","out","4727.00000","4727.00000","4792.00000","0.00","0.00","-150.00","-16.00","1.00","[sl 4727.000]","True","False","92666542","BRL","True","-15.0"
"873763335","1152193239","2022-04-18 10:30:00","WDOK22","1.00","sell","in","4691.00000","4706.00000","4641.00000","0.00","0.00","0.00","0.00","0.00","181031/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"873875074","1152344762","2022-04-18 11:02:09","WDOK22","1.00","buy","out","4681.00000","4706.00000","4641.00000","0.00","0.00","100.00","-5.50","17.00","[sl 4681.000]","True","False","92666542","BRL","True","10.0"
"874666239","1153550479","2022-04-19 10:49:59","WDOK22","1.00","sell","in","4660.00000","4675.00000","4610.00000","0.00","0.00","0.00","0.00","0.00","191051/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"874713846","1153668412","2022-04-19 11:14:17","WDOK22","1.00","buy","out","4675.00000","4675.00000","4610.00000","0.00","0.00","-150.00","-15.00","6.50","[sl 4675.000]","True","False","92666542","BRL","True","-15.0"
"877284021","1158220684","2022-04-25 10:19:59","WDOK22","1.00","buy","in","4867.50000","4852.00000","4917.00000","0.00","0.00","0.00","0.00","0.00","251021/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"877298058","1158250640","2022-04-25 10:22:56","WDOK22","1.00","sell","out","4852.00000","4852.00000","4917.00000","0.00","0.00","-155.00","-15.50","2.00","[sl 4852.000]","True","False","92666542","BRL","True","-15.5"
"878747194","1160505734","2022-04-26 10:15:00","WDOK22","1.00","buy","in","4947.50000","4932.50000","4997.50000","0.00","0.00","0.00","0.00","0.00","261016/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"878827432","1160610815","2022-04-26 10:32:27","WDOK22","1.00","sell","out","4963.00000","4932.50000","4997.50000","0.00","0.00","155.00","0.00","23.00","[sl 4963.000]","True","False","92666542","BRL","True","15.5"
"880643786","1163206188","2022-04-27 13:05:00","WDOK22","1.00","sell","in","5009.50000","5025.00000","4960.00000","0.00","0.00","0.00","0.00","0.00","271306/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"880672626","1163250547","2022-04-27 13:16:48","WDOK22","1.00","buy","out","4979.50000","5025.00000","4960.00000","0.00","0.00","300.00","0.00","30.00","[sl 4979.500]","True","False","92666542","BRL","True","30.0"
"882839181","1166062452","2022-04-29 10:59:59","WDOM22","1.00","sell","in","4937.50000","4953.00000","4888.00000","0.00","0.00","0.00","0.00","0.00","291101/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"882887314","1166123443","2022-04-29 11:16:26","WDOM22","1.00","buy","out","4953.00000","4953.00000","4888.00000","0.00","0.00","-155.00","-15.50","4.00","[sl 4953.000]","True","False","92666542","BRL","True","-15.5"
"885221732","1169271318","2022-05-03 10:00:04","WDOM22","1.00","sell","in","5074.00000","5090.00000","5025.00000","0.00","0.00","0.00","0.00","0.00","031001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"885232769","1169287337","2022-05-03 10:03:24","WDOM22","1.00","buy","out","5090.00000","5090.00000","5025.00000","0.00","0.00","-160.00","-16.00","3.50","[sl 5090.000]","True","False","92666542","BRL","True","-16.0"
"886382017","1170745297","2022-05-04 10:05:00","WDOM22","1.00","buy","in","5049.50000","5034.50000","5099.50000","0.00","0.00","0.00","0.00","0.00","041006/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"886447215","1170825217","2022-05-04 10:21:58","WDOM22","1.00","sell","out","5054.50000","5034.50000","5099.50000","0.00","0.00","50.00","0.00","14.50","[sl 5054.500]","True","False","92666542","BRL","True","5.0"
"887880760","1172565643","2022-05-05 10:45:01","WDOM22","1.00","sell","in","4998.00000","5013.50000","4948.50000","0.00","0.00","0.00","0.00","0.00","051046/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"887904086","1172591319","2022-05-05 10:49:56","WDOM22","1.00","buy","out","5013.50000","5013.50000","4948.50000","0.00","0.00","-155.00","-15.50","0.00","[sl 5013.500]","True","False","92666542","BRL","True","-15.5"
"889370299","1174302921","2022-05-06 10:00:01","WDOM22","1.00","buy","in","5123.50000","5106.50000","5171.50000","0.00","0.00","0.00","0.00","0.00","061001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"889468015","1174407611","2022-05-06 10:16:26","WDOM22","1.00","sell","out","5128.50000","5106.50000","5171.50000","0.00","0.00","50.00","-10.50","12.50","[sl 5128.500]","True","False","92666542","BRL","True","5.0"
"891261433","1176552085","2022-05-09 10:45:01","WDOM22","1.00","buy","in","5179.00000","5163.50000","5228.50000","0.00","0.00","0.00","0.00","0.00","091046/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"891424760","1176744748","2022-05-09 11:12:45","WDOM22","1.00","sell","out","5184.00000","5163.50000","5228.50000","0.00","0.00","50.00","-7.00","11.00","[sl 5184.000]","True","False","92666542","BRL","True","5.0"
"893198139","1179109324","2022-05-10 14:05:01","WDOM22","1.00","sell","in","5180.00000","5195.00000","5130.00000","0.00","0.00","0.00","0.00","0.00","101406/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"893283435","1179234309","2022-05-10 14:39:21","WDOM22","1.00","buy","out","5167.50000","5195.00000","5130.00000","0.00","0.00","125.00","-8.50","20.00","[sl 5167.500]","True","False","92666542","BRL","True","12.5"
"893815672","1179899350","2022-05-11 10:00:00","WDOM22","1.00","buy","in","5195.00000","5180.00000","5245.00000","0.00","0.00","0.00","0.00","0.00","111001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"893869385","1179958797","2022-05-11 10:09:53","WDOM22","1.00","sell","out","5180.00000","5180.00000","5245.00000","0.00","0.00","-150.00","-15.00","8.00","[sl 5180.000]","True","False","92666542","BRL","True","-15.0"
"896069884","1182789441","2022-05-12 14:44:59","WDOM22","1.00","buy","in","5172.00000","5157.00000","5222.00000","0.00","0.00","0.00","0.00","0.00","121446/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"896085336","1182812417","2022-05-12 14:57:32","WDOM22","1.00","sell","out","5157.00000","5157.00000","5222.00000","0.00","0.00","-150.00","-15.00","0.00","[sl 5157.000]","True","False","92666542","BRL","True","-15.0"
"896395682","1183249771","2022-05-13 10:00:00","WDOM22","1.00","buy","in","5173.50000","5158.50000","5223.50000","0.00","0.00","0.00","0.00","0.00","131001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"896478449","1183369279","2022-05-13 10:34:02","WDOM22","1.00","sell","out","5158.50000","5158.50000","5223.50000","0.00","0.00","-150.00","-15.00","0.00","[sl 5158.500]","True","False","92666542","BRL","True","-15.0"
"900048832","1188332482","2022-05-18 11:45:02","WDOM22","1.00","buy","in","4993.50000","4978.50000","5043.50000","0.00","0.00","0.00","0.00","0.00","181146/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"900072279","1188364923","2022-05-18 11:57:56","WDOM22","1.00","sell","out","4978.50000","4978.50000","5043.50000","0.00","0.00","-150.00","-15.00","0.00","[sl 4978.500]","True","False","92666542","BRL","True","-15.0"
"901167570","1189878090","2022-05-19 11:45:01","WDOM22","1.00","buy","in","4954.00000","4938.00000","5003.00000","0.00","0.00","0.00","0.00","0.00","191146/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"901194269","1189909138","2022-05-19 11:50:32","WDOM22","1.00","sell","out","4959.00000","4938.00000","5003.00000","0.00","0.00","50.00","-4.50","10.50","[sl 4959.000]","True","False","92666542","BRL","True","5.0"
"902588490","1191752489","2022-05-20 14:25:02","WDOM22","1.00","buy","in","4900.50000","4885.50000","4950.50000","0.00","0.00","0.00","0.00","0.00","201426/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"902654278","1191839935","2022-05-20 14:57:46","WDOM22","1.00","sell","out","4885.50000","4885.50000","4950.50000","0.00","0.00","-150.00","-15.00","3.00","[sl 4885.500]","True","False","92666542","BRL","True","-15.0"
"903483813","1193105488","2022-05-23 14:20:01","WDOM22","1.00","buy","in","4816.50000","4801.00000","4866.00000","0.00","0.00","0.00","0.00","0.00","231421/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"903617862","1193359440","2022-05-23 17:00:00","WDOM22","1.00","sell","out","4817.00000","4801.00000","4866.00000","0.00","0.00","5.00","-7.00","9.00","231421/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.5"
"904134542","1194033672","2022-05-24 11:20:00","WDOM22","1.00","buy","in","4821.50000","4805.50000","4870.50000","0.00","0.00","0.00","0.00","0.00","241121/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"904183273","1194088937","2022-05-24 11:29:42","WDOM22","1.00","sell","out","4805.50000","4805.50000","4870.50000","0.00","0.00","-160.00","-16.00","0.00","[sl 4805.500]","True","False","92666542","BRL","True","-16.0"
